,Date,Type,Chain,Market,APY %,Weight %
946,2026-03-06,Pendle PT,arbitrum,PT-sUSDai-15OCT2026,7.61,5.56
947,2026-03-06,Pendle PT,ethereum,PT-srUSDe-2APR2026,7.08,5.56
948,2026-03-06,Pendle PT,arbitrum,PT-thBILL-18JUN2026,8,5.56
949,2026-03-06,Uniswap MM,arbitrum,ETH/USDC,25.9,5.56
950,2026-03-06,Uniswap MM,mainnet,ETH/USDC,16.96,5.56
951,2026-03-06,Uniswap MM,arbitrum,ETH/USDT,10.68,5.56
952,2026-03-06,Uniswap MM,mainnet,ETH/USDT,8.12,5.56
953,2026-03-06,Uniswap MM,mainnet,USDC/cbBTC,17.08,5.56
954,2026-03-06,Uniswap MM,arbitrum,WBTC/USDC,30.73,5.56
955,2026-03-06,Uniswap MM,mainnet,WBTC/USDC,45.36,5.56
956,2026-03-06,Uniswap MM,arbitrum,WBTC/USDT,25.87,5.56
957,2026-03-07,Pendle LP,arbitrum,PT-USDai-18JUN2026,7.18,7.14
958,2026-03-07,Pendle LP,ethereum,PT-jrNUSD-28MAY2026,12.08,7.14
959,2026-03-07,Pendle LP,ethereum,PT-reUSDe-25JUN2026,14.86,7.14
960,2026-03-07,Pendle LP,arbitrum,PT-sUSDai-15OCT2026,12.93,7.14
961,2026-03-07,Pendle LP,arbitrum,PT-thBILL-18JUN2026,7.22,7.14
962,2026-03-07,Pendle PT,ethereum,PT-jrNUSD-28MAY2026,11.75,7.14
963,2026-03-07,Pendle PT,ethereum,PT-reUSDe-25JUN2026,14.86,7.14
964,2026-03-07,Pendle PT,arbitrum,PT-sUSDai-15OCT2026,7.61,7.14
965,2026-03-07,Pendle PT,ethereum,PT-srUSDe-2APR2026,7.08,7.14
966,2026-03-07,Pendle PT,arbitrum,PT-thBILL-18JUN2026,8,7.14
967,2026-03-07,Uniswap MM,arbitrum,ETH/USDC,6.92,7.14
968,2026-03-07,Uniswap MM,arbitrum,WBTC/USDC,10.33,7.14
969,2026-03-07,Uniswap MM,mainnet,WBTC/USDC,12.37,7.14
970,2026-03-07,Uniswap MM,arbitrum,WBTC/USDT,7.31,7.14
971,2026-03-08,Pendle LP,arbitrum,PT-USDai-18JUN2026,7.17,6.25
972,2026-03-08,Pendle LP,ethereum,PT-jrNUSD-28MAY2026,12.58,6.25
973,2026-03-08,Pendle LP,ethereum,PT-reUSDe-25JUN2026,14.81,6.25
974,2026-03-08,Pendle LP,arbitrum,PT-sUSDai-15OCT2026,12.91,6.25
975,2026-03-08,Pendle LP,arbitrum,PT-thBILL-18JUN2026,7.26,6.25
976,2026-03-08,Pendle PT,ethereum,PT-jrNUSD-28MAY2026,11.75,6.25
977,2026-03-08,Pendle PT,ethereum,PT-reUSDe-25JUN2026,14.86,6.25
978,2026-03-08,Pendle PT,arbitrum,PT-sUSDai-15OCT2026,7.61,6.25
979,2026-03-08,Pendle PT,ethereum,PT-srUSDe-2APR2026,7.08,6.25
980,2026-03-08,Pendle PT,arbitrum,PT-thBILL-18JUN2026,8,6.25
981,2026-03-08,Uniswap MM,arbitrum,ETH/USDC,13.51,6.25
982,2026-03-08,Uniswap MM,mainnet,ETH/USDC,13.74,6.25
983,2026-03-08,Uniswap MM,arbitrum,ETH/USDT,7.8,6.25
984,2026-03-08,Uniswap MM,arbitrum,WBTC/USDC,23.15,6.25
985,2026-03-08,Uniswap MM,mainnet,WBTC/USDC,28.74,6.25
986,2026-03-08,Uniswap MM,arbitrum,WBTC/USDT,15.89,6.25
987,2026-03-09,Pendle LP,arbitrum,PT-USDai-18JUN2026,10.36,5
988,2026-03-09,Pendle LP,ethereum,PT-jrNUSD-28MAY2026,12.77,5
989,2026-03-09,Pendle LP,ethereum,PT-reUSDe-25JUN2026,14.84,5
990,2026-03-09,Pendle LP,arbitrum,PT-sUSDai-15OCT2026,13.13,5
991,2026-03-09,Pendle LP,arbitrum,PT-thBILL-18JUN2026,7.39,5
992,2026-03-09,Pendle PT,ethereum,PT-jrNUSD-28MAY2026,11.75,5
993,2026-03-09,Pendle PT,ethereum,PT-reUSDe-25JUN2026,14.86,5
994,2026-03-09,Pendle PT,arbitrum,PT-sUSDai-15OCT2026,7.61,5
995,2026-03-09,Pendle PT,ethereum,PT-srUSDe-2APR2026,7.08,5
996,2026-03-09,Pendle PT,arbitrum,PT-thBILL-18JUN2026,8,5
997,2026-03-09,Uniswap MM,arbitrum,ETH/USDC,30.47,5
998,2026-03-09,Uniswap MM,mainnet,ETH/USDC,27.41,5
999,2026-03-09,Uniswap MM,arbitrum,ETH/USDT,14.67,5
1000,2026-03-09,Uniswap MM,mainnet,ETH/USDT,8.05,5
1001,2026-03-09,Uniswap MM,mainnet,USDC/cbBTC,16.73,5
1002,2026-03-09,Uniswap MM,arbitrum,WBTC/USDC,39.6,5
1003,2026-03-09,Uniswap MM,mainnet,WBTC/USDC,61.48,5
1004,2026-03-09,Uniswap MM,unichain,WBTC/USDC,7.72,5
1005,2026-03-09,Uniswap MM,arbitrum,WBTC/USDT,25.24,5
1006,2026-03-09,Uniswap MM,mainnet,WBTC/USDT,10.71,5
1007,2026-03-10,Pendle LP,arbitrum,PT-USDai-18JUN2026,13.88,5
1008,2026-03-10,Pendle LP,ethereum,PT-jrNUSD-28MAY2026,13.03,5
1009,2026-03-10,Pendle LP,ethereum,PT-reUSDe-25JUN2026,14.95,5
1010,2026-03-10,Pendle LP,arbitrum,PT-sUSDai-15OCT2026,12.28,5
1011,2026-03-10,Pendle LP,arbitrum,PT-thBILL-18JUN2026,11.26,5
1012,2026-03-10,Pendle PT,ethereum,PT-jrNUSD-28MAY2026,11.75,5
1013,2026-03-10,Pendle PT,ethereum,PT-reUSDe-25JUN2026,14.86,5
1014,2026-03-10,Pendle PT,arbitrum,PT-sUSDai-15OCT2026,7.61,5
1015,2026-03-10,Pendle PT,ethereum,PT-srUSDe-2APR2026,7.08,5
1016,2026-03-10,Pendle PT,arbitrum,PT-thBILL-18JUN2026,8,5
1017,2026-03-10,Uniswap MM,arbitrum,ETH/USDC,26.93,5
1018,2026-03-10,Uniswap MM,mainnet,ETH/USDC,20.16,5
1019,2026-03-10,Uniswap MM,arbitrum,ETH/USDT,13.28,5
1020,2026-03-10,Uniswap MM,mainnet,ETH/USDT,7.85,5
1021,2026-03-10,Uniswap MM,mainnet,USDC/cbBTC,41.88,5
1022,2026-03-10,Uniswap MM,arbitrum,WBTC/USDC,39.22,5
1023,2026-03-10,Uniswap MM,mainnet,WBTC/USDC,63.6,5
1024,2026-03-10,Uniswap MM,unichain,WBTC/USDC,9.59,5
1025,2026-03-10,Uniswap MM,arbitrum,WBTC/USDT,32.22,5
1026,2026-03-10,Uniswap MM,mainnet,WBTC/USDT,10.41,5
1027,2026-03-11,Pendle LP,arbitrum,PT-USDai-18JUN2026,12.05,5.26
1028,2026-03-11,Pendle LP,ethereum,PT-jrNUSD-28MAY2026,13,5.26
1029,2026-03-11,Pendle LP,ethereum,PT-reUSDe-25JUN2026,15.04,5.26
1030,2026-03-11,Pendle LP,arbitrum,PT-sUSDai-15OCT2026,11.6,5.26
1031,2026-03-11,Pendle LP,arbitrum,PT-thBILL-18JUN2026,11.78,5.26
1032,2026-03-11,Pendle PT,ethereum,PT-jrNUSD-28MAY2026,11.75,5.26
1033,2026-03-11,Pendle PT,ethereum,PT-reUSDe-25JUN2026,14.86,5.26
1034,2026-03-11,Pendle PT,arbitrum,PT-sUSDai-15OCT2026,7.61,5.26
1035,2026-03-11,Pendle PT,ethereum,PT-srUSDe-2APR2026,7.08,5.26
1036,2026-03-11,Pendle PT,arbitrum,PT-thBILL-18JUN2026,8,5.26
1037,2026-03-11,Uniswap MM,arbitrum,ETH/USDC,21.46,5.26
1038,2026-03-11,Uniswap MM,mainnet,ETH/USDC,19.13,5.26
1039,2026-03-11,Uniswap MM,arbitrum,ETH/USDT,13.33,5.26
1040,2026-03-11,Uniswap MM,mainnet,USDC/cbBTC,31.17,5.26
1041,2026-03-11,Uniswap MM,arbitrum,WBTC/USDC,31.08,5.26
1042,2026-03-11,Uniswap MM,mainnet,WBTC/USDC,48.15,5.26
1043,2026-03-11,Uniswap MM,unichain,WBTC/USDC,6.78,5.26
1044,2026-03-11,Uniswap MM,arbitrum,WBTC/USDT,25.45,5.26
1045,2026-03-11,Uniswap MM,mainnet,WBTC/USDT,7.65,5.26
1046,2026-03-12,Pendle LP,arbitrum,PT-USDai-18JUN2026,11.39,5.88
1047,2026-03-12,Pendle LP,ethereum,PT-jrNUSD-28MAY2026,11.85,5.88
1048,2026-03-12,Pendle LP,ethereum,PT-reUSDe-25JUN2026,15.03,5.88
1049,2026-03-12,Pendle LP,arbitrum,PT-sUSDai-15OCT2026,11.46,5.88
1050,2026-03-12,Pendle LP,arbitrum,PT-thBILL-18JUN2026,11.97,5.88
1051,2026-03-12,Pendle PT,ethereum,PT-jrNUSD-28MAY2026,11.75,5.88
1052,2026-03-12,Pendle PT,ethereum,PT-reUSDe-25JUN2026,14.86,5.88
1053,2026-03-12,Pendle PT,arbitrum,PT-sUSDai-15OCT2026,7.61,5.88
1054,2026-03-12,Pendle PT,ethereum,PT-srUSDe-2APR2026,7.08,5.88
1055,2026-03-12,Pendle PT,arbitrum,PT-thBILL-18JUN2026,8,5.88
1056,2026-03-12,Uniswap MM,arbitrum,ETH/USDC,16.44,5.88
1057,2026-03-12,Uniswap MM,mainnet,ETH/USDC,13.97,5.88
1058,2026-03-12,Uniswap MM,arbitrum,ETH/USDT,9.67,5.88
1059,2026-03-12,Uniswap MM,mainnet,USDC/cbBTC,13.65,5.88
1060,2026-03-12,Uniswap MM,arbitrum,WBTC/USDC,22,5.88
1061,2026-03-12,Uniswap MM,mainnet,WBTC/USDC,37.31,5.88
1062,2026-03-12,Uniswap MM,arbitrum,WBTC/USDT,18.11,5.88
